STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,PERSONRF,PERSONRFNAME
42,Pennsylvania,421038,2,1,0,None
42,Pennsylvania,421039,1,1,0,None
42,Pennsylvania,421039,1,2,0,None
42,Pennsylvania,421039,2,1,0,None
42,Pennsylvania,421040,1,1,0,None
42,Pennsylvania,421040,2,1,0,None
42,Pennsylvania,421041,0,1,0,None
42,Pennsylvania,421041,0,2,0,None
42,Pennsylvania,421041,0,3,0,None
42,Pennsylvania,421041,0,4,0,None
42,Pennsylvania,421041,0,5,0,None
42,Pennsylvania,421041,0,6,0,None
42,Pennsylvania,421041,0,7,0,None
42,Pennsylvania,421041,1,1,0,None
42,Pennsylvania,421042,1,1,0,None
42,Pennsylvania,421042,2,1,0,None
42,Pennsylvania,421043,1,1,0,None
42,Pennsylvania,421043,2,1,0,None
42,Pennsylvania,421044,0,1,0,None
42,Pennsylvania,421044,1,1,0,None
42,Pennsylvania,421044,1,2,0,None
42,Pennsylvania,421044,1,3,0,None
42,Pennsylvania,421045,1,1,0,None
42,Pennsylvania,421045,1,2,0,None
42,Pennsylvania,421046,1,1,0,None
42,Pennsylvania,421046,1,2,0,None
42,Pennsylvania,421047,1,1,0,None
42,Pennsylvania,421047,2,1,0,None
42,Pennsylvania,421047,2,2,0,None
42,Pennsylvania,421047,2,3,0,None
42,Pennsylvania,421047,2,4,0,None
42,Pennsylvania,421048,1,1,0,None
42,Pennsylvania,421049,1,1,0,None
42,Pennsylvania,421050,0,1,0,None
42,Pennsylvania,421050,1,1,0,None
42,Pennsylvania,421051,1,1,0,None
42,Pennsylvania,421051,1,2,0,None
42,Pennsylvania,421052,1,1,0,None
42,Pennsylvania,421052,1,2,0,None
42,Pennsylvania,421053,1,1,0,None
42,Pennsylvania,421053,1,2,0,None
42,Pennsylvania,421054,1,1,0,None
42,Pennsylvania,421054,1,2,0,None
42,Pennsylvania,421054,1,3,0,None
42,Pennsylvania,421054,1,4,0,None
42,Pennsylvania,421054,1,5,0,None
42,Pennsylvania,421054,2,1,0,None
42,Pennsylvania,421055,1,1,0,None
42,Pennsylvania,421055,2,1,0,None
42,Pennsylvania,421056,1,1,0,None
42,Pennsylvania,421056,1,2,0,None
42,Pennsylvania,421056,2,1,0,None
42,Pennsylvania,421056,2,2,0,None
42,Pennsylvania,421056,2,3,0,None
42,Pennsylvania,421057,1,1,0,None
42,Pennsylvania,421057,2,1,0,None
42,Pennsylvania,421058,1,1,0,None
42,Pennsylvania,421058,2,1,0,None
42,Pennsylvania,421059,1,1,0,None
42,Pennsylvania,421060,1,1,0,None
42,Pennsylvania,421061,1,1,0,None
44,Rhode Island,440001,0,1,0,None
44,Rhode Island,440001,1,1,0,None
44,Rhode Island,440001,1,2,0,None
44,Rhode Island,440001,1,3,0,None
44,Rhode Island,440001,1,4,0,None
44,Rhode Island,440001,1,5,0,None
44,Rhode Island,440002,0,1,0,None
44,Rhode Island,440002,1,1,0,None
44,Rhode Island,440003,1,1,0,None
44,Rhode Island,440004,0,1,0,None
44,Rhode Island,440004,1,1,0,None
44,Rhode Island,440005,1,1,0,None
44,Rhode Island,440006,0,1,0,None
44,Rhode Island,440006,1,1,0,None
44,Rhode Island,440006,2,1,0,None
44,Rhode Island,440006,3,1,0,None
44,Rhode Island,440006,4,1,0,None
44,Rhode Island,440006,5,1,0,None
44,Rhode Island,440007,1,1,0,None
44,Rhode Island,440009,1,1,0,None
44,Rhode Island,440009,1,2,0,None
44,Rhode Island,440010,0,1,0,None
44,Rhode Island,440010,1,1,0,None
44,Rhode Island,440011,1,1,0,None
44,Rhode Island,440012,1,1,0,None
44,Rhode Island,440013,1,1,0,None
44,Rhode Island,440013,2,1,0,None
44,Rhode Island,440014,0,1,0,None
44,Rhode Island,440014,1,1,0,None
44,Rhode Island,440015,1,1,0,None
44,Rhode Island,440017,0,1,0,None
44,Rhode Island,440017,1,1,0,None
44,Rhode Island,440018,1,1,0,None
44,Rhode Island,440019,0,1,0,None
44,Rhode Island,440019,1,1,0,None
44,Rhode Island,440020,0,1,0,None
44,Rhode Island,440020,1,1,0,None
44,Rhode Island,440020,1,2,0,None
44,Rhode Island,440021,1,1,0,None
44,Rhode Island,440022,1,1,0,None
44,Rhode Island,440022,2,1,0,None
44,Rhode Island,440022,3,1,0,None
44,Rhode Island,440022,4,1,0,None
44,Rhode Island,440022,5,1,0,None
44,Rhode Island,440024,1,1,0,None
44,Rhode Island,440024,1,2,0,None
44,Rhode Island,440025,1,1,0,None
44,Rhode Island,440025,1,2,0,None
44,Rhode Island,440025,2,1,0,None
44,Rhode Island,440025,2,2,0,None
44,Rhode Island,440026,1,1,0,None
44,Rhode Island,440026,2,1,0,None
44,Rhode Island,440027,1,1,0,None
44,Rhode Island,440029,1,1,0,None
44,Rhode Island,440029,1,2,0,None
44,Rhode Island,440029,2,1,0,None
44,Rhode Island,440029,3,1,0,None
44,Rhode Island,440029,3,2,0,None
44,Rhode Island,440029,3,3,0,None
44,Rhode Island,440030,1,1,0,None
44,Rhode Island,440031,1,1,0,None
44,Rhode Island,440031,1,2,0,None
44,Rhode Island,440031,2,1,0,None
44,Rhode Island,440031,2,2,0,None
44,Rhode Island,440032,1,1,0,None
44,Rhode Island,440032,2,1,0,None
44,Rhode Island,440032,2,2,0,None
44,Rhode Island,440033,0,1,0,None
44,Rhode Island,440033,1,1,0,None
44,Rhode Island,440034,0,1,0,None
44,Rhode Island,440034,1,1,0,None
44,Rhode Island,440034,1,2,0,None
44,Rhode Island,440035,1,1,0,None
44,Rhode Island,440037,1,1,0,None
44,Rhode Island,440037,1,2,0,None
44,Rhode Island,440037,1,3,0,None
44,Rhode Island,440037,2,1,0,None
44,Rhode Island,440037,2,2,0,None
44,Rhode Island,440038,1,1,0,None
44,Rhode Island,440039,1,1,0,None
44,Rhode Island,440040,1,1,0,None
44,Rhode Island,440040,1,2,0,None
44,Rhode Island,440041,1,1,0,None
44,Rhode Island,440041,2,1,0,None
44,Rhode Island,440042,0,1,0,None
44,Rhode Island,440042,1,1,0,None
44,Rhode Island,440043,1,1,0,None
44,Rhode Island,440043,1,2,0,None
44,Rhode Island,440043,1,3,0,None
44,Rhode Island,440044,1,1,0,None
44,Rhode Island,440044,2,1,0,None
44,Rhode Island,440044,2,2,0,None
44,Rhode Island,440045,1,1,0,None
44,Rhode Island,440045,2,1,0,None
44,Rhode Island,440047,1,1,0,None
44,Rhode Island,440047,2,1,0,None
44,Rhode Island,440047,2,2,0,None
44,Rhode Island,440048,1,1,0,None
44,Rhode Island,440049,1,1,0,None
44,Rhode Island,440050,0,1,0,None
44,Rhode Island,440050,1,1,0,None
44,Rhode Island,440051,1,1,0,None
44,Rhode Island,440052,0,1,0,None
44,Rhode Island,440052,1,1,0,None
44,Rhode Island,440053,1,1,0,None
44,Rhode Island,440054,1,1,0,None
44,Rhode Island,440054,2,1,0,None
44,Rhode Island,440055,1,1,0,None
44,Rhode Island,440055,1,2,0,None
44,Rhode Island,440055,1,3,0,None
44,Rhode Island,440055,1,4,0,None
44,Rhode Island,440057,1,1,0,None
44,Rhode Island,440058,0,1,0,None
44,Rhode Island,440058,1,1,0,None
44,Rhode Island,440058,2,1,0,None
44,Rhode Island,440059,1,1,0,None
44,Rhode Island,440060,1,1,0,None
44,Rhode Island,440061,1,1,0,None
44,Rhode Island,440061,1,2,0,None
44,Rhode Island,440061,2,1,0,None
44,Rhode Island,440061,2,2,0,None
44,Rhode Island,440061,2,3,0,None
44,Rhode Island,440062,1,1,0,None
44,Rhode Island,440063,1,1,0,None
44,Rhode Island,440063,1,2,0,None
44,Rhode Island,440063,2,1,0,None
44,Rhode Island,440064,0,1,0,None
44,Rhode Island,440064,1,1,0,None
44,Rhode Island,440065,1,1,0,None
44,Rhode Island,440065,1,2,0,None
44,Rhode Island,440065,1,3,0,None
44,Rhode Island,440065,1,4,0,None
44,Rhode Island,440065,1,5,0,None
44,Rhode Island,440066,1,1,0,None
44,Rhode Island,440067,1,1,0,None
44,Rhode Island,440068,1,1,0,None
44,Rhode Island,440069,0,1,0,None
44,Rhode Island,440069,1,1,0,None
44,Rhode Island,440072,1,1,0,None
44,Rhode Island,440072,2,1,0,None
44,Rhode Island,440072,3,1,0,None
44,Rhode Island,440072,3,2,0,None
44,Rhode Island,440073,0,1,0,None
44,Rhode Island,440073,1,1,0,None
44,Rhode Island,440074,1,1,0,None
44,Rhode Island,440075,0,1,0,None
44,Rhode Island,440075,1,1,0,None
45,South Carolina,450001,1,1,0,None
45,South Carolina,450001,1,2,0,None
45,South Carolina,450001,1,3,0,None
45,South Carolina,450001,1,4,0,None
45,South Carolina,450001,1,5,0,None
45,South Carolina,450001,1,6,0,None
45,South Carolina,450001,1,7,0,None
45,South Carolina,450001,1,8,0,None
45,South Carolina,450001,1,9,0,None
45,South Carolina,450001,1,10,0,None
45,South Carolina,450002,1,1,0,None
45,South Carolina,450003,1,1,0,None
45,South Carolina,450004,1,1,0,None
45,South Carolina,450004,2,1,0,None
45,South Carolina,450005,1,1,0,None
45,South Carolina,450006,0,1,0,None
45,South Carolina,450006,0,2,0,None
45,South Carolina,450006,1,1,0,None
45,South Carolina,450007,1,1,0,None
45,South Carolina,450008,0,1,0,None
45,South Carolina,450008,1,1,0,None
45,South Carolina,450009,0,1,0,None
45,South Carolina,450009,1,1,0,None
45,South Carolina,450010,1,1,0,None
45,South Carolina,450010,2,1,0,None
45,South Carolina,450010,2,2,0,None
45,South Carolina,450010,2,3,0,None
45,South Carolina,450011,0,1,0,None
45,South Carolina,450011,1,1,0,None
45,South Carolina,450011,1,2,0,None
45,South Carolina,450012,1,1,0,None
45,South Carolina,450013,0,1,0,None
45,South Carolina,450013,1,1,0,None
45,South Carolina,450013,1,2,0,None
45,South Carolina,450013,1,3,0,None
45,South Carolina,450013,1,4,0,None
45,South Carolina,450014,1,1,0,None
45,South Carolina,450014,2,1,0,None
45,South Carolina,450014,2,2,0,None
45,South Carolina,450015,1,1,0,None
45,South Carolina,450015,2,1,0,None
45,South Carolina,450015,3,1,0,None
45,South Carolina,450015,4,1,0,None
45,South Carolina,450016,1,1,0,None
45,South Carolina,450017,1,1,0,None
45,South Carolina,450017,2,1,0,None
45,South Carolina,450018,1,1,0,None
45,South Carolina,450018,1,2,0,None
45,South Carolina,450019,0,1,0,None
45,South Carolina,450019,1,1,0,None
45,South Carolina,450020,1,1,0,None
45,South Carolina,450021,1,1,0,None
45,South Carolina,450021,2,1,0,None
45,South Carolina,450022,0,1,0,None
45,South Carolina,450022,1,1,0,None
45,South Carolina,450023,1,1,0,None
45,South Carolina,450023,1,2,0,None
45,South Carolina,450024,1,1,0,None
45,South Carolina,450025,1,1,0,None
45,South Carolina,450025,2,1,0,None
45,South Carolina,450025,2,2,0,None
45,South Carolina,450026,1,1,0,None
45,South Carolina,450027,0,1,0,None
45,South Carolina,450027,1,1,0,None
45,South Carolina,450028,0,1,0,None
45,South Carolina,450028,1,1,0,None
45,South Carolina,450029,1,1,0,None
45,South Carolina,450029,2,1,0,None
45,South Carolina,450029,3,1,0,None
45,South Carolina,450030,1,1,0,None
45,South Carolina,450031,1,1,0,None
45,South Carolina,450032,1,1,0,None
45,South Carolina,450032,1,2,0,None
45,South Carolina,450032,1,3,0,None
45,South Carolina,450032,1,4,0,None
45,South Carolina,450032,2,1,0,None
45,South Carolina,450032,2,2,0,None
45,South Carolina,450033,1,1,0,None
45,South Carolina,450033,2,1,0,None
45,South Carolina,450034,1,1,0,None
45,South Carolina,450035,1,1,0,None
45,South Carolina,450035,2,1,0,None
45,South Carolina,450036,1,1,0,None
45,South Carolina,450036,2,1,0,None
45,South Carolina,450036,2,2,0,None
45,South Carolina,450036,2,3,0,None
45,South Carolina,450037,1,1,0,None
45,South Carolina,450038,0,1,0,None
45,South Carolina,450038,1,1,0,None
45,South Carolina,450039,1,1,0,None
45,South Carolina,450039,2,1,0,None
45,South Carolina,450040,1,1,0,None
45,South Carolina,450041,0,1,0,None
45,South Carolina,450041,1,1,0,None
45,South Carolina,450042,0,1,0,None
45,South Carolina,450042,1,1,0,None
45,South Carolina,450043,1,1,0,None
45,South Carolina,450043,1,2,0,None
45,South Carolina,450043,2,1,0,None
45,South Carolina,450044,1,1,0,None
45,South Carolina,450045,0,1,0,None
45,South Carolina,450045,1,1,0,None
45,South Carolina,450045,2,1,0,None
45,South Carolina,450046,1,1,0,None
45,South Carolina,450046,2,1,0,None
45,South Carolina,450047,1,1,0,None
45,South Carolina,450047,1,2,0,None
45,South Carolina,450047,2,1,0,None
45,South Carolina,450047,2,2,0,None
45,South Carolina,450047,3,1,0,None
45,South Carolina,450048,1,1,0,None
45,South Carolina,450048,1,2,0,None
45,South Carolina,450048,1,3,0,None
45,South Carolina,450049,0,1,0,None
45,South Carolina,450049,1,1,0,None
45,South Carolina,450050,1,1,0,None
45,South Carolina,450051,1,1,0,None
45,South Carolina,450052,1,1,0,None
45,South Carolina,450053,1,1,0,None
45,South Carolina,450054,1,1,0,None
45,South Carolina,450055,1,1,0,None
45,South Carolina,450055,1,2,0,None
45,South Carolina,450055,2,1,0,None
45,South Carolina,450056,1,1,0,None
45,South Carolina,450056,2,1,0,None
45,South Carolina,450056,3,1,0,None
45,South Carolina,450057,1,1,0,None
45,South Carolina,450057,1,2,0,None
45,South Carolina,450057,2,1,0,None
45,South Carolina,450057,2,2,0,None
45,South Carolina,450058,1,1,0,None
45,South Carolina,450059,1,1,0,None
45,South Carolina,450059,2,1,0,None
45,South Carolina,450060,1,1,0,None
45,South Carolina,450061,1,1,0,None
45,South Carolina,450062,1,1,0,None
45,South Carolina,450062,1,2,0,None
45,South Carolina,450062,1,3,0,None
45,South Carolina,450062,2,1,0,None
45,South Carolina,450063,1,1,0,None
45,South Carolina,450064,1,1,0,None
45,South Carolina,450064,2,1,0,None
45,South Carolina,450065,1,1,0,None
45,South Carolina,450067,1,1,0,None
45,South Carolina,450067,2,1,0,None
45,South Carolina,450067,2,2,0,None
45,South Carolina,450068,1,1,0,None
45,South Carolina,450069,0,1,0,None
45,South Carolina,450069,2,1,0,None
45,South Carolina,450069,2,2,0,None
45,South Carolina,450070,1,1,0,None
45,South Carolina,450071,1,1,0,None
45,South Carolina,450071,1,2,0,None
45,South Carolina,450071,1,3,0,None
45,South Carolina,450071,1,4,0,None
45,South Carolina,450071,1,5,0,None
45,South Carolina,450071,1,6,0,None
45,South Carolina,450072,1,1,0,None
45,South Carolina,450072,2,1,0,None
45,South Carolina,450072,2,2,0,None
45,South Carolina,450072,2,3,0,None
45,South Carolina,450072,2,4,0,None
45,South Carolina,450073,1,1,0,None
45,South Carolina,450073,1,2,0,None
45,South Carolina,450073,1,3,0,None
45,South Carolina,450073,1,4,0,None
45,South Carolina,450073,2,1,0,None
45,South Carolina,450074,1,1,0,None
45,South Carolina,450075,1,1,0,None
45,South Carolina,450075,2,1,0,None
45,South Carolina,450075,2,2,0,None
45,South Carolina,450076,0,1,0,None
45,South Carolina,450076,1,1,0,None
45,South Carolina,450078,1,1,0,None
45,South Carolina,450079,1,1,0,None
45,South Carolina,450080,1,1,0,None
45,South Carolina,450081,1,1,0,None
45,South Carolina,450081,2,1,0,None
45,South Carolina,450081,2,2,0,None
45,South Carolina,450082,1,1,0,None
45,South Carolina,450082,2,1,0,None
45,South Carolina,450082,2,2,0,None
45,South Carolina,450083,1,1,0,None
45,South Carolina,450084,1,1,0,None
45,South Carolina,450084,1,2,0,None
45,South Carolina,450085,1,1,0,None
45,South Carolina,450085,2,1,0,None
45,South Carolina,450086,1,1,0,None
45,South Carolina,450086,1,2,0,None
45,South Carolina,450086,2,1,0,None
45,South Carolina,450087,1,1,0,None
45,South Carolina,450087,2,1,0,None
45,South Carolina,450088,1,1,0,None
45,South Carolina,450088,1,2,0,None
45,South Carolina,450088,2,1,0,None
45,South Carolina,450089,1,1,0,None
45,South Carolina,450089,2,1,0,None
45,South Carolina,450090,1,1,0,None
45,South Carolina,450091,1,1,0,None
45,South Carolina,450091,1,2,0,None
45,South Carolina,450091,2,1,0,None
45,South Carolina,450091,2,2,0,None
45,South Carolina,450092,1,1,0,None
45,South Carolina,450092,2,1,0,None
45,South Carolina,450092,3,1,0,None
45,South Carolina,450093,1,1,0,None
45,South Carolina,450093,2,1,0,None
45,South Carolina,450094,1,1,0,None
45,South Carolina,450094,2,1,0,None
45,South Carolina,450094,3,1,0,None
45,South Carolina,450095,1,1,0,None
45,South Carolina,450096,1,1,0,None
45,South Carolina,450096,1,2,0,None
45,South Carolina,450096,2,1,0,None
45,South Carolina,450097,1,1,0,None
45,South Carolina,450097,2,1,0,None
45,South Carolina,450098,1,1,0,None
45,South Carolina,450098,1,2,0,None
45,South Carolina,450098,1,3,0,None
45,South Carolina,450099,1,1,0,None
45,South Carolina,450100,1,1,0,None
45,South Carolina,450100,2,1,0,None
45,South Carolina,450101,1,1,0,None
45,South Carolina,450102,1,1,0,None
45,South Carolina,450102,2,1,0,None
45,South Carolina,450102,3,1,0,None
45,South Carolina,450102,3,2,0,None
45,South Carolina,450103,1,1,0,None
45,South Carolina,450104,1,1,0,None
45,South Carolina,450104,2,1,0,None
45,South Carolina,450105,1,1,0,None
45,South Carolina,450105,1,2,0,None
45,South Carolina,450105,1,3,0,None
45,South Carolina,450105,1,4,0,None
45,South Carolina,450105,2,1,0,None
45,South Carolina,450105,3,1,0,None
45,South Carolina,450105,4,1,0,None
45,South Carolina,450106,1,1,0,None
45,South Carolina,450106,2,1,0,None
45,South Carolina,450107,0,1,0,None
45,South Carolina,450107,1,1,0,None
45,South Carolina,450108,1,1,0,None
45,South Carolina,450108,1,2,0,None
45,South Carolina,450108,2,1,0,None
45,South Carolina,450109,1,1,0,None
45,South Carolina,450110,0,1,0,None
45,South Carolina,450110,1,1,0,None
45,South Carolina,450110,1,2,0,None
45,South Carolina,450111,0,1,0,None
45,South Carolina,450111,0,2,0,None
45,South Carolina,450111,2,1,0,None
45,South Carolina,450112,0,1,0,None
45,South Carolina,450112,1,1,0,None
45,South Carolina,450113,1,1,0,None
45,South Carolina,450113,1,2,0,None
45,South Carolina,450113,2,1,0,None
45,South Carolina,450114,1,1,0,None
45,South Carolina,450116,1,1,0,None
45,South Carolina,450117,1,1,0,None
45,South Carolina,450117,2,1,0,None
45,South Carolina,450117,3,1,0,None
45,South Carolina,450118,1,1,0,None
45,South Carolina,450118,2,1,0,None
45,South Carolina,450119,1,1,0,None
45,South Carolina,450120,1,1,0,None
45,South Carolina,450120,2,1,0,None
45,South Carolina,450121,1,1,0,None
45,South Carolina,450121,2,1,0,None
45,South Carolina,450122,1,1,0,None
45,South Carolina,450123,1,1,0,None
45,South Carolina,450123,1,2,0,None
45,South Carolina,450124,1,1,0,None
45,South Carolina,450124,2,1,0,None
45,South Carolina,450125,1,1,0,None
45,South Carolina,450125,2,1,0,None
45,South Carolina,450126,0,1,0,None
45,South Carolina,450126,1,1,0,None
45,South Carolina,450128,1,1,0,None
45,South Carolina,450129,1,1,0,None
45,South Carolina,450129,1,2,0,None
45,South Carolina,450130,0,1,0,None
45,South Carolina,450130,1,1,0,None
45,South Carolina,450130,1,2,0,None
45,South Carolina,450131,1,1,0,None
45,South Carolina,450132,1,1,0,None
45,South Carolina,450132,2,1,0,None
45,South Carolina,450133,0,1,0,None
45,South Carolina,450133,1,1,0,None
45,South Carolina,450134,0,1,0,None
45,South Carolina,450134,1,1,0,None
45,South Carolina,450134,1,2,0,None
45,South Carolina,450135,1,1,0,None
45,South Carolina,450135,2,1,0,None
45,South Carolina,450135,2,2,0,None
45,South Carolina,450136,0,1,0,None
45,South Carolina,450136,1,1,0,None
45,South Carolina,450136,2,1,0,None
45,South Carolina,450137,0,1,0,None
45,South Carolina,450137,1,1,0,None
45,South Carolina,450138,1,1,0,None
45,South Carolina,450138,2,1,0,None
45,South Carolina,450139,1,1,0,None
45,South Carolina,450140,1,1,0,None
45,South Carolina,450140,2,1,0,None
45,South Carolina,450141,0,1,0,None
45,South Carolina,450141,1,1,0,None
45,South Carolina,450142,1,1,0,None
45,South Carolina,450142,2,1,0,None
45,South Carolina,450143,0,1,0,None
45,South Carolina,450143,1,1,0,None
45,South Carolina,450144,1,1,0,None
45,South Carolina,450144,1,2,0,None
45,South Carolina,450144,1,3,0,None
45,South Carolina,450145,1,1,0,None
45,South Carolina,450145,2,1,0,None
45,South Carolina,450145,2,2,0,None
45,South Carolina,450145,2,3,0,None
45,South Carolina,450145,3,1,0,None
45,South Carolina,450146,1,1,0,None
45,South Carolina,450146,1,2,0,None
45,South Carolina,450146,2,1,0,None
45,South Carolina,450147,1,1,0,None
45,South Carolina,450147,1,2,0,None
45,South Carolina,450147,2,1,0,None
45,South Carolina,450148,0,1,0,None
45,South Carolina,450148,1,1,0,None
45,South Carolina,450149,1,1,0,None
45,South Carolina,450150,1,1,0,None
45,South Carolina,450151,0,1,0,None
45,South Carolina,450151,1,1,0,None
45,South Carolina,450152,1,1,0,None
45,South Carolina,450153,1,1,0,None
45,South Carolina,450153,1,2,0,None
45,South Carolina,450153,2,1,0,None
45,South Carolina,450154,1,1,0,None
45,South Carolina,450155,0,1,0,None
45,South Carolina,450155,1,1,0,None
45,South Carolina,450155,1,2,0,None
45,South Carolina,450156,1,1,0,None
45,South Carolina,450157,1,1,0,None
45,South Carolina,450157,1,2,0,None
45,South Carolina,450157,2,1,0,None
45,South Carolina,450157,2,2,0,None
45,South Carolina,450158,1,1,0,None
45,South Carolina,450158,2,1,0,None
45,South Carolina,450159,0,1,0,None
45,South Carolina,450159,1,1,0,None
45,South Carolina,450159,1,2,0,None
45,South Carolina,450160,1,1,0,None
45,South Carolina,450161,1,1,0,None
45,South Carolina,450161,1,2,0,None
45,South Carolina,450161,2,1,0,None
45,South Carolina,450161,2,2,0,None
45,South Carolina,450162,1,1,0,None
45,South Carolina,450162,2,1,0,None
45,South Carolina,450162,2,2,0,None
45,South Carolina,450163,1,1,0,None
45,South Carolina,450163,1,2,0,None
45,South Carolina,450163,1,3,0,None
45,South Carolina,450163,1,4,0,None
45,South Carolina,450163,1,5,0,None
45,South Carolina,450163,1,6,0,None
45,South Carolina,450163,2,1,0,None
45,South Carolina,450163,2,2,0,None
45,South Carolina,450164,0,1,0,None
45,South Carolina,450164,1,1,0,None
45,South Carolina,450164,2,1,0,None
45,South Carolina,450164,2,2,0,None
45,South Carolina,450164,2,3,0,None
45,South Carolina,450165,1,1,0,None
45,South Carolina,450165,2,1,0,None
45,South Carolina,450166,1,1,0,None
45,South Carolina,450167,1,1,0,None
45,South Carolina,450167,1,2,0,None
45,South Carolina,450167,2,1,0,None
45,South Carolina,450167,2,2,0,None
45,South Carolina,450168,1,1,0,None
45,South Carolina,450169,1,1,0,None
45,South Carolina,450169,2,1,0,None
45,South Carolina,450170,0,1,0,None
45,South Carolina,450170,1,1,0,None
45,South Carolina,450170,2,1,0,None
45,South Carolina,450170,3,1,0,None
45,South Carolina,450170,3,2,0,None
45,South Carolina,450171,1,1,0,None
45,South Carolina,450172,1,1,0,None
45,South Carolina,450173,1,1,0,None
45,South Carolina,450174,1,1,0,None
45,South Carolina,450175,1,1,0,None
45,South Carolina,450176,0,1,0,None
45,South Carolina,450176,1,1,0,None
45,South Carolina,450177,1,1,0,None
45,South Carolina,450177,2,1,0,None
45,South Carolina,450178,1,1,0,None
45,South Carolina,450179,1,1,0,None
45,South Carolina,450179,1,2,0,None
45,South Carolina,450180,1,1,0,None
45,South Carolina,450181,1,1,0,None
45,South Carolina,450181,1,2,0,None
45,South Carolina,450181,1,3,0,None
45,South Carolina,450182,1,1,0,None
45,South Carolina,450183,0,1,0,None
45,South Carolina,450183,1,1,0,None
45,South Carolina,450184,1,1,0,None
45,South Carolina,450185,1,1,0,None
45,South Carolina,450186,1,1,0,None
45,South Carolina,450187,1,1,0,None
45,South Carolina,450188,0,1,0,None
45,South Carolina,450188,1,1,0,None
45,South Carolina,450188,1,2,0,None
45,South Carolina,450189,1,1,0,None
45,South Carolina,450190,1,1,0,None
45,South Carolina,450190,2,1,0,None
45,South Carolina,450190,2,2,0,None
45,South Carolina,450191,1,1,0,None
45,South Carolina,450191,2,1,0,None
45,South Carolina,450192,1,1,0,None
45,South Carolina,450192,1,2,0,None
45,South Carolina,450192,2,1,0,None
45,South Carolina,450193,1,1,0,None
45,South Carolina,450194,1,1,0,None
45,South Carolina,450195,1,1,0,None
45,South Carolina,450195,2,1,0,None
45,South Carolina,450196,1,1,0,None
45,South Carolina,450196,1,2,0,None
45,South Carolina,450196,2,1,0,None
45,South Carolina,450197,0,1,0,None
45,South Carolina,450197,1,1,0,None
45,South Carolina,450198,1,1,0,None
45,South Carolina,450198,2,1,0,None
45,South Carolina,450199,1,1,0,None
45,South Carolina,450199,1,2,0,None
45,South Carolina,450200,1,1,0,None
45,South Carolina,450201,1,1,0,None
45,South Carolina,450201,2,1,0,None
45,South Carolina,450202,1,1,0,None
45,South Carolina,450202,2,1,0,None
45,South Carolina,450202,2,2,0,None
45,South Carolina,450203,1,1,0,None
45,South Carolina,450204,1,1,0,None
45,South Carolina,450204,2,1,0,None
45,South Carolina,450205,1,1,0,None
45,South Carolina,450206,1,1,0,None
45,South Carolina,450206,2,1,0,None
45,South Carolina,450207,1,1,0,None
45,South Carolina,450208,1,1,0,None
45,South Carolina,450209,1,1,0,None
45,South Carolina,450210,1,1,0,None
45,South Carolina,450210,1,2,0,None
45,South Carolina,450212,1,1,0,None
45,South Carolina,450212,1,2,0,None
45,South Carolina,450212,2,1,0,None
45,South Carolina,450213,1,1,0,None
45,South Carolina,450214,1,1,0,None
45,South Carolina,450215,1,1,0,None
45,South Carolina,450216,2,1,0,None
45,South Carolina,450216,3,1,0,None
45,South Carolina,450217,1,1,0,None
45,South Carolina,450217,2,1,0,None
45,South Carolina,450217,3,1,0,None
45,South Carolina,450218,0,1,0,None
45,South Carolina,450218,1,1,0,None
45,South Carolina,450219,1,1,0,None
45,South Carolina,450220,1,1,0,None
45,South Carolina,450220,2,1,0,None
45,South Carolina,450221,1,1,0,None
45,South Carolina,450222,0,1,0,None
45,South Carolina,450222,1,1,0,None
45,South Carolina,450223,1,1,0,None
45,South Carolina,450223,1,2,0,None
45,South Carolina,450223,1,3,0,None
45,South Carolina,450223,2,1,0,None
45,South Carolina,450224,0,1,0,None
45,South Carolina,450224,1,1,0,None
45,South Carolina,450225,1,1,0,None
45,South Carolina,450225,1,2,0,None
45,South Carolina,450225,2,1,0,None
45,South Carolina,450225,2,2,0,None
45,South Carolina,450225,2,3,0,None
45,South Carolina,450226,1,1,0,None
45,South Carolina,450226,1,2,0,None
45,South Carolina,450226,2,1,0,None
45,South Carolina,450227,1,1,0,None
45,South Carolina,450228,1,1,0,None
45,South Carolina,450229,1,1,0,None
45,South Carolina,450230,1,1,0,None
45,South Carolina,450231,1,1,0,None
45,South Carolina,450232,0,1,0,None
45,South Carolina,450232,1,1,0,None
45,South Carolina,450233,1,1,0,None
45,South Carolina,450234,0,1,0,None
45,South Carolina,450234,1,1,0,None
45,South Carolina,450235,0,1,0,None
45,South Carolina,450235,1,1,0,None
45,South Carolina,450236,1,1,0,None
45,South Carolina,450237,1,1,0,None
45,South Carolina,450238,1,1,0,None
45,South Carolina,450238,1,2,0,None
45,South Carolina,450239,1,1,0,None
45,South Carolina,450239,1,2,0,None
45,South Carolina,450239,2,1,0,None
45,South Carolina,450240,1,1,0,None
45,South Carolina,450240,1,2,0,None
45,South Carolina,450241,1,1,0,None
45,South Carolina,450241,1,2,0,None
45,South Carolina,450242,1,1,0,None
45,South Carolina,450243,0,1,0,None
45,South Carolina,450243,1,1,0,None
45,South Carolina,450243,1,2,0,None
45,South Carolina,450243,2,1,0,None
45,South Carolina,450244,1,1,0,None
45,South Carolina,450245,1,1,0,None
