ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10312,1,1,0,0,0,0,0,0,0,0,0,0
10312,2,1,7,0,0,0,0,0,0,0,0,0
10313,1,1,11,11,11,11,11,11,11,11,11,11
10313,2,1,0,0,0,0,0,0,0,0,0,0
10314,1,1,0,0,0,0,0,0,0,0,0,0
10314,2,1,0,0,0,0,0,0,0,0,0,0
10315,1,1,0,0,0,0,0,0,0,0,0,0
10315,2,1,0,0,0,0,0,0,0,0,0,0
10316,1,1,14,14,14,14,14,14,14,14,14,14
10316,2,1,0,0,0,0,0,0,0,0,9,0
10317,1,1,0,0,0,0,0,0,0,0,0,0
10317,2,1,0,0,0,0,0,0,0,0,0,0
10318,1,1,22,22,22,22,22,22,22,22,22,22
10319,1,1,0,0,0,0,0,0,0,0,0,0
10319,2,1,1,1,1,1,1,1,1,1,1,1
10320,0,1,0,0,0,0,0,0,0,0,0,0
10320,1,1,0,0,0,9,0,0,0,0,0,21
10321,1,1,0,0,0,0,0,0,0,0,0,0
10322,1,1,0,0,0,0,0,11,0,0,0,0
10322,2,1,0,0,0,0,0,0,0,0,0,0
10322,3,1,0,0,0,0,0,0,0,0,0,0
10323,1,1,23,0,0,0,0,0,0,0,0,0
10323,2,1,0,0,0,0,0,0,0,0,0,0
10324,1,1,0,0,0,0,0,0,0,0,0,0
10324,2,1,0,0,0,0,0,0,0,0,0,0
10325,1,1,0,0,0,0,0,0,0,0,0,0
10325,2,1,0,0,0,0,0,0,0,0,0,0
10326,1,1,0,0,0,0,0,0,0,0,0,0
10327,1,1,23,23,23,23,23,23,23,23,23,23
10327,2,1,0,0,0,0,0,0,0,0,0,0
10328,1,1,7,7,7,7,7,7,7,7,7,7
10329,1,1,15,15,15,15,15,15,15,15,15,15
10330,1,1,0,15,23,6,7,9,27,13,0,8
10331,1,1,0,0,0,0,0,0,0,0,0,0
10332,1,1,0,0,0,0,0,0,0,0,0,0
10332,2,1,0,0,0,0,0,0,0,0,0,0
10333,1,1,0,0,7,0,0,0,0,5,0,24
10334,0,1,8,8,8,8,8,8,8,8,8,8
10334,1,1,0,0,0,0,0,0,0,0,0,0
10335,1,1,0,0,0,0,0,0,0,0,0,0
10336,1,1,0,0,11,0,0,0,0,0,0,0
10336,2,1,0,0,0,0,0,0,0,0,0,0
10337,1,1,0,0,0,0,0,0,0,0,0,0
10338,1,1,0,0,0,0,0,0,0,0,0,0
10339,1,1,0,0,0,0,0,15,0,0,25,18
10340,1,1,21,21,21,21,21,21,21,21,21,21
10341,1,1,16,0,7,14,0,0,24,24,0,0
10342,1,1,0,0,0,0,0,0,0,0,0,0
10343,1,1,0,0,0,0,0,0,0,0,0,0
10343,2,1,0,0,0,0,0,0,0,0,0,0
10344,1,1,8,8,8,8,8,8,8,8,8,8
10345,1,1,0,0,0,0,0,0,0,0,0,0
10345,2,1,0,0,0,0,0,0,0,0,0,0
10346,1,1,19,19,19,19,19,19,19,19,19,19
10347,0,1,36,8,18,26,24,17,19,45,28,14
10347,1,1,0,0,0,0,0,0,29,0,5,0
10348,0,1,0,0,0,0,0,0,25,0,9,22
10348,1,1,0,17,6,21,10,0,0,0,0,17
10349,1,1,0,0,0,0,0,0,0,0,0,0
10350,1,1,18,8,2,11,2,11,13,11,13,8
10350,2,1,0,0,0,0,0,0,0,0,0,0
10351,1,1,0,0,0,0,0,0,0,0,0,0
10351,2,1,0,0,0,0,0,0,0,0,0,0
10352,1,1,0,0,0,0,0,0,0,0,0,0
10353,0,1,6,6,6,6,6,6,6,6,6,6
10353,1,1,23,23,23,23,23,23,23,23,23,23
10354,1,1,27,27,27,27,27,27,27,27,27,27
10355,1,1,0,0,0,0,0,0,0,0,0,0
10355,2,1,0,0,0,0,0,10,0,0,0,0
10355,3,1,0,0,0,0,0,0,0,0,0,0
10357,1,1,19,25,12,0,0,8,0,0,0,12
10357,2,1,0,0,0,0,0,0,0,0,0,0
10358,1,1,14,14,14,14,14,14,14,14,14,14
10358,2,1,0,0,0,0,9,0,0,0,0,0
10359,1,1,0,0,0,0,0,0,0,0,0,0
10360,1,1,17,17,17,17,17,17,17,17,17,17
10361,0,1,28,28,28,28,28,28,28,28,28,28
10361,1,1,0,13,0,0,0,0,0,0,0,0
10362,1,1,23,0,0,0,0,7,0,0,0,5
10362,2,1,0,13,15,0,0,0,15,0,0,0
10363,1,1,0,0,0,0,0,0,0,0,0,0
10363,2,1,0,0,0,0,0,0,0,0,0,0
10364,0,1,13,17,46,22,24,29,39,42,29,16
10364,1,1,0,0,0,0,0,0,0,0,0,0
10365,1,1,3,3,3,3,3,3,3,3,3,3
10365,2,1,0,0,0,0,0,0,0,0,0,0
10366,1,1,16,16,16,16,16,16,16,16,16,16
10366,2,1,0,0,0,0,0,0,0,0,0,0
10367,1,1,7,0,22,0,21,0,0,0,7,0
10367,2,1,0,0,0,0,0,0,0,0,0,0
10367,3,1,0,0,0,0,0,0,0,0,0,0
10367,4,1,0,0,0,12,0,0,0,0,0,0
10367,5,1,0,0,0,0,15,0,21,0,0,11
10368,1,1,23,0,0,0,0,0,0,0,0,0
10369,1,1,0,0,0,0,0,0,0,0,0,0
10369,2,1,0,0,0,0,0,0,0,0,0,0
10370,1,1,0,0,0,0,0,0,0,0,0,0
10370,2,1,0,0,0,0,0,0,0,0,0,0
10371,1,1,0,0,0,0,0,0,0,0,0,0
10372,1,1,0,0,0,32,0,0,0,0,20,0
10373,1,1,0,0,0,0,0,0,0,0,0,0
10373,2,1,0,0,0,0,0,0,0,0,0,0
10373,3,1,0,0,0,0,0,0,0,0,0,0
10374,1,1,0,0,0,0,0,0,0,13,28,0
10375,1,1,12,12,5,0,0,0,0,0,0,0
10376,0,1,0,0,0,0,0,0,0,0,0,0
10376,1,1,20,0,9,0,0,15,0,0,0,0
10377,1,1,7,7,7,7,7,7,7,7,7,7
10377,2,1,21,21,21,21,21,21,21,21,21,21
10377,3,1,0,0,24,0,0,0,0,0,0,0
10378,1,1,0,0,0,7,0,0,0,0,0,0
10379,1,1,0,0,0,0,0,17,3,0,0,17
10380,1,1,0,0,0,0,0,0,0,0,0,0
10380,2,1,0,0,0,0,0,0,0,0,0,0
10381,1,1,30,30,30,30,30,30,30,30,30,30
10382,1,1,0,0,0,0,0,0,0,0,0,0
10383,1,1,0,0,0,0,0,0,0,0,0,0
10383,2,1,0,0,0,0,0,0,0,0,0,0
10383,3,1,0,0,0,0,0,0,0,0,0,0
10383,4,1,0,0,0,0,0,0,0,0,0,0
10384,1,1,0,0,0,0,0,0,0,0,0,0
10384,2,1,0,0,0,0,0,0,0,0,0,0
10385,1,1,0,0,0,22,0,0,0,0,0,4
10385,2,1,0,0,0,0,0,0,0,0,0,0
10385,3,1,0,0,0,0,0,0,0,0,0,0
10386,1,1,26,26,26,26,26,26,26,26,26,26
10386,2,1,0,0,0,0,0,0,0,0,0,0
10386,3,1,0,0,0,8,0,0,0,0,0,15
10386,4,1,0,0,0,0,0,0,0,0,0,0
10387,1,1,19,19,19,19,19,19,19,19,19,19
10387,2,1,0,0,0,0,0,0,15,21,0,0
10388,1,1,0,32,0,0,14,0,0,9,0,5
10388,2,1,0,0,0,0,0,0,0,0,0,0
10389,1,1,17,17,22,0,24,0,0,9,0,20
10390,1,1,0,0,0,0,0,0,0,0,0,0
10390,2,1,18,18,18,18,18,18,18,18,18,18
10391,0,1,0,0,0,0,0,0,0,0,0,0
10391,1,1,0,0,0,0,0,0,0,0,0,0
10392,0,1,0,0,0,0,0,0,0,0,0,0
10392,1,1,0,0,0,0,0,0,0,0,0,0
10393,1,1,0,0,0,0,0,0,0,0,0,0
10394,1,1,0,0,0,0,0,0,0,0,9,0
10395,1,1,0,0,0,0,0,0,0,0,0,0
10396,1,1,30,35,10,23,0,5,9,0,41,18
10397,1,1,0,0,0,0,0,0,0,0,0,0
10398,1,1,6,6,6,6,6,6,6,6,6,6
10398,2,1,0,9,0,0,0,26,0,0,0,0
10399,1,1,0,0,0,0,0,0,0,0,0,0
10399,2,1,0,0,0,0,0,0,0,0,0,0
10400,1,1,0,0,0,0,0,0,0,0,0,0
10401,0,1,9,9,9,9,9,9,9,9,9,9
10401,1,1,0,0,0,0,0,0,0,0,0,0
10402,1,1,0,0,0,0,0,0,0,0,0,0
10402,2,1,0,0,0,0,0,0,0,0,0,0
10403,1,1,0,0,0,0,0,0,0,0,0,0
10403,2,1,0,0,0,0,0,0,0,0,0,0
10404,1,1,0,0,0,0,0,0,0,0,0,0
10405,1,1,4,4,4,4,4,4,4,4,4,4
10406,1,1,26,13,27,5,15,15,15,26,23,11
10407,1,1,0,0,0,0,0,0,0,0,0,0
10407,2,1,0,0,8,0,0,0,0,0,0,0
10408,1,1,0,0,0,0,0,0,0,0,0,0
10409,1,1,18,18,18,18,18,18,18,18,18,18
10410,1,1,0,0,31,0,0,0,0,15,0,0
10411,1,1,17,0,14,0,0,0,0,0,0,0
10412,1,1,6,0,0,0,0,0,0,0,0,0
10413,0,1,19,19,19,19,19,19,19,19,19,19
10413,1,1,0,0,0,0,0,0,0,0,0,0
10414,1,1,0,0,0,0,0,0,0,0,0,0
10414,2,1,0,0,0,0,0,0,0,0,12,0
10415,1,1,0,0,0,0,0,0,0,0,0,0
10416,1,1,0,0,0,0,0,0,0,0,0,0
10416,2,1,0,0,0,0,0,0,0,29,0,0
10417,1,1,0,0,0,0,0,0,0,0,0,0
10417,2,1,0,0,0,0,0,0,0,0,0,0
10418,1,1,0,0,0,0,0,0,0,0,0,0
10419,1,1,0,0,0,0,0,0,0,0,0,0
10419,2,1,19,19,19,19,19,19,19,19,19,19
10420,1,1,29,17,0,0,0,11,0,18,29,7
10420,2,1,0,0,0,0,14,15,0,0,0,0
10421,1,1,0,0,0,0,0,0,0,0,0,0
10422,1,1,6,6,6,6,6,6,6,6,6,6
10423,1,1,0,0,0,0,0,0,0,0,0,0
10423,2,1,0,0,0,0,0,0,0,0,0,0
10424,1,1,0,0,0,0,0,0,0,0,0,0
10424,2,1,0,0,0,0,0,0,0,0,0,0
10425,1,1,0,0,0,13,0,0,0,0,0,0
10426,1,1,10,10,10,10,10,10,10,10,10,10
10426,2,1,0,0,8,25,0,13,22,0,0,0
10427,1,1,0,0,0,0,0,0,0,0,0,0
10428,0,1,0,23,0,0,0,0,0,9,0,0
10428,1,1,0,0,0,0,0,0,0,0,0,0
10429,1,1,0,0,0,0,0,0,0,0,0,0
10429,2,1,0,0,0,0,0,0,0,0,0,0
10430,1,1,0,0,0,0,0,0,0,0,0,0
10431,1,1,20,20,20,20,20,20,20,20,20,20
10432,1,1,0,0,0,0,0,0,0,0,0,0
10432,2,1,0,0,0,0,0,0,6,0,0,0
10434,1,1,0,0,0,0,0,0,0,0,0,0
10435,1,1,30,30,30,30,30,30,30,30,30,30
10436,1,1,0,0,0,16,0,0,0,0,0,0
10436,2,1,0,0,0,0,0,0,0,0,0,0
10436,3,1,0,0,0,0,0,0,0,0,0,0
10436,4,1,0,0,0,10,0,0,0,0,0,0
10437,1,1,0,0,0,0,0,0,0,0,0,0
10438,1,1,0,0,0,0,0,0,0,0,0,0
10439,1,1,0,0,0,0,0,0,0,0,0,0
10439,2,1,0,0,0,0,0,0,0,0,0,0
10440,0,1,0,0,0,0,0,31,0,0,0,0
10440,1,1,0,0,0,0,0,0,0,0,0,0
10441,0,1,6,9,24,9,17,9,11,33,5,22
10441,1,1,0,0,0,0,0,0,0,0,0,0
10442,1,1,0,0,0,0,0,0,0,0,0,0
10442,2,1,18,18,18,18,18,18,18,18,18,18
10443,0,1,18,14,0,19,0,11,0,0,0,0
10443,1,1,0,0,0,21,0,0,0,0,0,0
10444,1,1,12,12,12,12,12,12,12,12,12,12
10444,2,1,0,0,0,0,0,0,0,0,0,0
10445,0,1,0,0,0,0,0,0,10,0,0,0
10445,1,1,13,0,0,19,0,0,21,0,10,14
10446,0,1,16,16,16,16,16,16,16,16,16,16
10446,1,1,23,0,16,0,0,0,0,0,0,0
10447,1,1,0,0,0,0,0,0,0,0,0,0
10447,2,1,0,0,7,0,0,0,0,0,0,15
10448,1,1,23,23,23,23,23,23,23,23,23,23
10448,2,1,0,0,0,0,20,0,0,0,0,31
10449,0,1,0,0,0,0,0,0,0,0,0,0
10449,1,1,0,0,0,0,0,0,0,0,0,0
10450,1,1,0,0,0,0,0,0,0,0,0,0
10450,2,1,0,0,0,0,0,0,0,0,0,0
10451,1,1,0,0,0,0,0,0,0,0,0,0
10451,2,1,0,0,0,0,0,0,0,0,0,0
10451,3,1,0,0,0,0,0,0,0,0,0,0
10452,1,1,9,9,9,9,9,9,9,9,9,9
10453,1,1,12,12,12,12,12,12,12,12,12,12
10454,1,1,0,0,0,0,0,0,0,0,0,0
10454,2,1,0,0,0,0,0,0,0,0,0,0
10455,1,1,0,0,0,0,0,0,0,0,0,0
10456,1,1,0,0,0,0,12,0,0,0,0,0
10457,1,1,0,0,0,0,0,0,0,0,0,0
10457,2,1,0,0,0,0,0,0,0,0,0,0
10458,1,1,0,0,0,0,0,0,0,0,0,0
10459,1,1,22,22,22,22,22,22,22,22,22,22
10459,2,1,0,0,0,0,0,0,0,0,0,0
10460,1,1,28,28,28,28,28,28,28,28,28,28
10461,1,1,0,0,0,0,0,0,0,0,0,0
10461,2,1,0,0,0,0,0,0,0,0,0,0
10461,3,1,0,0,0,0,0,11,0,0,0,0
10462,0,1,0,0,0,0,0,0,0,0,0,0
10462,1,1,0,0,0,13,0,0,22,0,0,0
10463,1,1,0,0,0,0,0,0,0,0,0,0
10464,1,1,0,0,0,0,0,0,0,0,0,0
10464,2,1,0,0,0,0,0,0,0,0,0,0
10465,0,1,0,0,0,0,0,0,0,0,0,0
10465,1,1,0,0,0,0,0,0,0,0,0,0
10466,1,1,0,0,0,0,0,0,0,0,0,11
10466,2,1,0,0,0,0,0,0,0,0,0,0
10467,1,1,0,0,0,0,0,0,0,0,0,0
10467,2,1,0,0,0,0,0,0,0,0,0,0
10468,1,1,0,0,0,0,0,0,0,0,0,0
10468,2,1,0,0,0,0,0,0,0,0,0,0
10469,0,1,0,0,0,0,0,0,0,0,0,0
10469,1,1,0,0,0,0,0,0,0,0,0,0
10470,0,1,12,0,0,0,0,18,0,5,27,9
10470,1,1,0,0,18,0,0,0,0,0,0,0
10471,0,1,17,30,0,26,29,0,5,28,0,0
10471,0,2,32,0,32,0,0,0,0,0,0,0
10471,2,1,0,0,0,0,0,0,0,0,0,0
10472,0,1,15,27,14,0,0,0,0,11,20,17
10472,1,1,0,0,0,0,0,0,0,0,0,0
10473,1,1,24,12,20,14,9,30,0,5,23,7
10474,1,1,0,0,0,0,0,0,0,0,0,0
10474,2,1,0,0,0,0,0,0,0,0,0,0
10475,1,1,20,0,20,0,27,20,12,0,26,22
10476,1,1,0,0,0,0,0,0,0,0,0,0
10476,2,1,0,0,0,0,0,0,0,0,0,0
10477,1,1,0,0,0,0,0,0,0,0,0,0
10477,2,1,0,0,0,0,0,0,0,0,0,0
10478,1,1,4,4,4,4,4,4,4,4,4,4
10478,2,1,0,0,0,0,0,0,0,0,0,0
10479,1,1,0,0,0,0,0,0,0,0,0,0
10479,2,1,0,0,0,20,0,0,0,0,0,0
10479,3,1,0,0,0,0,0,0,0,0,0,0
10480,1,1,0,0,0,0,0,0,0,0,0,0
10481,1,1,0,0,0,0,0,0,0,0,0,0
10481,2,1,0,0,0,0,0,0,0,0,0,0
10482,1,1,0,0,0,8,0,26,0,0,0,0
10482,2,1,0,0,0,0,0,0,0,0,0,0
10482,3,1,0,0,0,0,0,0,0,0,0,0
10483,1,1,10,0,0,20,0,0,0,0,0,0
10484,0,1,0,0,15,13,0,0,5,27,0,0
10484,1,1,0,0,6,0,0,0,0,0,0,0
10485,1,1,0,0,0,0,0,0,0,0,0,0
10485,2,1,0,0,0,0,0,0,0,0,0,0
10486,1,1,0,0,0,0,0,0,0,0,0,0
10486,2,1,0,0,0,0,0,0,0,0,0,0
10487,1,1,0,0,0,0,0,0,0,0,0,0
10488,1,1,0,0,0,0,0,0,0,0,0,0
10488,2,1,0,0,0,0,0,0,0,0,0,0
10489,1,1,24,24,24,24,24,24,24,24,24,24
10490,0,1,0,27,0,20,6,6,0,0,0,11
10490,1,1,0,0,0,0,0,0,0,0,0,23
10491,1,1,25,25,25,25,25,25,25,25,25,25
10492,1,1,13,13,13,13,13,13,13,13,13,13
10493,1,1,0,0,15,0,0,0,26,7,0,0
10494,1,1,0,0,0,0,0,0,0,22,25,0
10494,2,1,0,0,0,0,0,0,0,0,0,0
10495,1,1,16,16,16,16,16,16,16,16,16,16
10496,1,1,14,14,14,14,14,14,14,14,14,14
10496,2,1,0,0,0,0,0,0,0,0,0,0
10497,1,1,0,0,0,0,0,0,0,0,4,0
10497,2,1,0,0,0,0,0,12,0,0,0,0
10498,1,1,0,0,0,0,0,0,0,0,0,0
10498,2,1,0,0,0,0,0,0,0,0,0,0
10499,1,1,0,0,0,0,0,0,0,0,0,0
10499,2,1,0,0,0,0,0,0,0,0,0,0
10500,1,1,0,0,0,0,11,0,0,0,0,0
10500,2,1,0,0,0,0,0,0,0,0,0,0
10500,3,1,0,0,0,0,0,0,0,0,0,0
10501,1,1,0,0,0,0,0,0,0,0,0,0
10501,2,1,0,0,0,0,0,0,0,0,0,0
10502,1,1,0,0,0,0,0,0,0,0,0,0
10502,2,1,0,0,0,0,0,0,0,0,0,0
10503,1,1,0,0,0,0,0,0,0,0,0,0
10503,2,1,0,0,0,0,0,0,16,0,0,0
10504,0,1,19,19,19,19,19,19,19,19,19,19
10504,1,1,0,0,0,0,0,0,0,0,0,0
10505,1,1,0,0,0,0,0,0,0,0,0,0
10505,2,1,0,0,0,0,0,0,0,0,0,0
10506,1,1,0,0,0,0,9,0,22,0,0,0
10506,2,1,0,0,0,0,0,0,0,0,0,0
10506,3,1,0,0,0,0,0,0,0,0,0,0
10507,1,1,0,0,0,0,0,0,0,0,0,0
10507,2,1,0,0,0,0,0,0,0,0,0,0
10508,0,1,1,1,1,1,1,1,1,1,1,1
10508,1,1,0,0,0,0,0,24,0,0,0,0
10509,1,1,0,0,0,13,0,0,0,0,0,0
10509,2,1,0,0,0,0,0,0,0,0,0,0
10510,1,1,17,17,17,17,17,17,17,17,17,17
10510,2,1,0,0,0,0,0,0,0,0,0,0
10511,1,1,11,9,5,9,29,6,22,10,5,16
10512,1,1,24,24,24,24,24,24,24,24,24,24
10513,0,1,0,0,0,0,0,0,0,0,0,0
10513,1,1,0,0,0,0,0,0,0,0,0,0
10514,1,1,0,0,0,0,0,0,0,0,0,0
10514,2,1,0,0,20,8,0,0,14,0,0,0
10515,1,1,0,0,0,0,0,0,0,0,0,0
10516,1,1,0,0,0,0,0,0,0,0,0,0
10516,2,1,0,0,0,0,0,0,0,0,0,0
10517,1,1,0,0,0,0,0,0,0,0,0,0
10517,2,1,11,11,11,11,11,11,11,11,11,11
10518,1,1,0,14,17,0,0,0,0,20,0,0
10519,1,1,0,0,0,0,0,0,0,0,0,0
10519,2,1,0,0,0,0,0,0,0,0,0,0
10519,3,1,0,0,0,0,0,0,0,0,0,0
10520,1,1,0,0,0,0,0,0,0,0,0,0
10520,2,1,0,0,0,0,0,0,0,0,0,0
10521,1,1,0,0,0,0,0,0,0,0,0,0
10521,2,1,0,0,0,0,0,0,0,0,0,0
10522,1,1,0,0,8,23,0,24,0,36,22,23
10523,1,1,0,0,0,0,0,0,0,0,0,0
10524,1,1,0,0,0,0,0,0,0,0,0,0
10524,2,1,0,0,0,0,0,0,0,0,0,0
10525,1,1,22,11,0,0,0,35,26,10,7,13
10526,1,1,0,0,0,0,0,0,0,0,0,0
10527,1,1,21,21,21,21,21,21,21,21,21,21
10527,2,1,0,0,0,0,0,0,0,0,0,0
10528,1,1,18,18,18,18,18,18,18,18,18,18
10528,2,1,0,0,0,0,0,0,0,0,0,0
10529,1,1,0,0,0,0,0,0,0,0,0,0
10530,1,1,0,0,0,0,0,0,0,0,0,0
10531,1,1,2,23,21,10,14,9,18,34,8,8
10532,1,1,0,0,0,0,0,0,0,0,0,0
10533,1,1,0,0,0,0,0,0,0,0,0,0
10533,2,1,0,0,0,0,0,0,0,0,0,0
10534,1,1,0,0,0,0,0,0,0,0,0,0
10534,2,1,0,0,0,0,0,0,0,0,0,0
10535,1,1,0,0,0,0,0,0,0,0,0,0
10536,1,1,0,0,0,0,0,0,0,0,0,0
10536,2,1,0,0,0,0,0,0,0,0,0,0
10536,3,1,0,0,0,0,0,0,0,11,0,0
10537,1,1,0,0,0,0,0,0,0,0,0,0
10537,2,1,0,0,0,0,0,0,0,0,0,0
10538,1,1,0,0,0,0,0,0,0,0,0,0
10539,1,1,0,0,0,0,0,0,0,0,0,0
10539,2,1,0,0,0,0,0,0,0,0,0,0
10540,1,1,0,0,0,0,0,0,0,0,0,0
10540,2,1,0,0,0,0,0,0,0,0,0,0
10541,1,1,0,0,0,0,0,0,0,0,0,0
10542,1,1,20,23,19,11,17,17,7,9,7,19
10543,1,1,14,0,0,0,0,0,14,0,0,0
10544,1,1,0,0,16,0,0,0,0,0,0,0
10544,2,1,8,7,0,0,0,0,0,0,0,0
10545,1,1,0,9,0,0,0,0,0,0,0,0
10545,2,1,0,0,0,0,0,0,0,0,0,0
10546,1,1,0,0,0,0,0,0,0,0,20,0
10547,1,1,27,0,0,0,0,0,25,0,0,12
10547,2,1,0,0,0,0,0,0,0,0,0,0
10548,0,1,0,0,0,0,0,16,0,0,0,22
10548,1,1,0,0,0,0,0,0,0,0,0,0
10549,1,1,0,0,0,0,0,0,0,0,0,0
10550,1,1,0,0,0,0,0,0,0,0,0,0
10550,2,1,0,0,0,0,0,0,0,8,0,0
10550,3,1,0,0,0,0,0,0,0,0,0,0
10550,4,1,0,0,0,0,0,0,0,0,0,0
10551,1,1,0,2,3,7,0,0,0,0,0,8
10551,2,1,0,0,0,0,0,0,0,12,0,0
10551,3,1,0,0,0,0,0,0,0,0,0,0
10552,1,1,0,0,0,0,0,0,0,0,0,0
10552,2,1,4,4,4,4,4,4,4,4,4,4
10553,1,1,0,0,0,0,0,0,0,0,0,0
10553,2,1,0,0,0,0,0,0,0,0,0,0
10554,0,1,26,0,0,24,0,0,0,0,10,10
10554,1,1,0,32,0,0,0,0,0,0,0,0
10554,2,1,0,0,0,0,0,0,0,0,0,0
10555,1,1,0,15,0,0,0,18,27,27,26,14
10556,1,1,0,0,0,0,0,0,0,0,0,0
10557,1,1,33,33,33,33,33,33,33,33,33,33
10558,0,1,0,0,0,0,0,0,0,0,0,0
10558,1,1,0,0,0,0,4,11,0,0,10,0
10559,1,1,0,0,0,0,0,0,0,0,0,0
10559,2,1,0,0,0,0,0,0,15,0,0,11
10560,1,1,0,0,15,8,16,15,11,0,7,10
10561,1,1,30,0,0,0,0,0,31,0,0,0
10562,1,1,0,0,0,0,0,0,0,0,0,0
10562,2,1,0,0,0,0,0,0,0,0,0,0
10563,1,1,0,0,0,0,0,0,0,0,0,0
10563,2,1,0,0,0,0,0,0,0,0,0,0
10564,1,1,0,0,0,0,0,0,0,0,0,0
10564,2,1,0,0,0,0,0,0,0,0,0,0
10564,3,1,0,0,0,0,0,0,0,0,0,0
10565,1,1,0,0,0,0,0,0,0,0,0,0
10565,2,1,0,0,0,0,0,0,0,0,0,0
10565,3,1,0,0,0,0,0,0,0,0,0,0
10566,1,1,28,0,0,0,0,0,0,0,0,0
10566,2,1,0,0,0,0,0,0,0,0,0,0
10566,3,1,0,23,0,30,0,4,12,0,0,11
10567,1,1,0,0,0,0,0,0,0,0,0,0
10567,2,1,0,0,0,0,0,0,0,0,0,0
10568,1,1,0,0,0,0,0,0,0,0,0,0
10568,2,1,0,0,0,0,0,0,0,0,0,0
10569,1,1,0,0,0,0,0,0,0,0,0,0
10570,1,1,0,0,0,0,0,14,0,0,0,0
10571,1,1,0,0,0,0,0,0,0,0,0,0
10571,2,1,0,0,0,0,0,0,0,0,0,0
10571,3,1,0,0,0,0,0,0,0,0,0,0
10571,4,1,0,0,0,0,0,0,0,0,0,0
10571,5,1,0,0,0,0,0,6,0,0,0,0
10572,1,1,0,0,0,0,0,22,0,0,0,0
10572,2,1,0,0,0,0,0,0,0,0,3,0
10572,3,1,0,9,0,0,0,0,0,0,0,25
10572,4,1,0,0,0,0,0,0,0,0,0,0
10572,5,1,0,0,0,0,0,0,0,0,0,0
10572,6,1,0,0,0,0,0,0,0,0,0,0
10573,1,1,21,15,0,0,11,31,0,0,0,0
10573,2,1,0,0,0,0,0,0,0,0,0,0
10574,0,1,0,0,0,0,0,0,0,0,0,0
10574,1,1,0,0,0,0,0,0,0,0,0,0
10575,1,1,0,0,0,0,0,0,0,0,0,0
10575,2,1,0,0,0,0,0,0,0,0,0,0
10575,3,1,0,0,0,0,0,0,0,0,0,0
10576,1,1,0,0,16,0,20,14,0,19,13,11
10577,1,1,0,12,15,14,0,0,0,22,0,0
10578,0,1,0,13,0,0,26,0,31,0,24,17
10578,1,1,0,0,0,0,0,0,0,0,0,0
10579,1,1,25,25,25,25,25,25,25,25,25,25
10580,0,1,0,0,0,0,0,0,0,0,0,0
10580,1,1,0,0,0,0,10,0,0,0,0,0
10581,0,1,24,24,24,24,24,24,24,24,24,24
10581,1,1,0,0,0,0,0,0,0,0,0,0
10582,1,1,0,0,0,0,0,0,0,0,0,0
10582,2,1,0,0,0,0,0,0,0,0,0,0
10583,1,1,0,0,0,0,0,0,0,0,0,0
10583,2,1,0,0,0,0,0,0,0,0,0,0
10584,1,1,0,0,0,0,0,0,0,0,0,0
10584,2,1,0,0,0,0,0,0,0,8,0,0
10585,1,1,0,0,0,0,0,0,0,0,0,0
10585,2,1,0,0,0,0,0,0,0,0,0,0
10586,1,1,0,0,0,0,0,0,12,0,0,0
10586,2,1,0,0,0,0,0,0,0,0,0,0
10587,1,1,0,30,0,6,14,8,0,0,0,0
10587,2,1,0,0,0,0,0,0,0,0,0,0
10588,1,1,0,0,0,0,0,0,0,0,0,0
10588,2,1,0,0,0,0,0,0,0,0,0,0
10589,1,1,7,22,19,8,13,25,16,33,13,8
10590,1,1,0,15,0,0,0,0,0,0,0,0
10590,2,1,0,0,0,0,0,0,0,0,0,0
10591,1,1,15,15,15,15,15,15,15,15,15,15
10592,1,1,0,0,0,0,0,0,0,0,0,0
10592,2,1,0,0,0,0,0,0,0,0,0,0
10593,1,1,0,0,0,0,0,0,0,0,5,0
10593,2,1,0,0,0,0,0,0,0,0,0,0
10594,0,1,25,35,0,19,0,45,12,32,29,24
10594,1,1,0,0,0,0,0,0,0,0,0,0
10595,1,1,28,28,28,28,28,28,28,28,28,28
10596,1,1,4,4,4,4,4,4,4,4,4,4
10597,1,1,0,0,0,0,0,0,0,0,0,0
10597,2,1,0,0,0,0,0,0,0,0,0,0
10598,1,1,0,0,0,0,0,0,0,0,0,0
10599,1,1,0,0,0,0,0,0,0,0,0,0
10599,2,1,0,0,0,0,0,0,0,0,0,0
10600,1,1,0,0,0,0,0,0,0,0,0,0
10600,2,1,0,0,0,0,0,0,0,0,0,0
10601,0,1,0,0,0,0,0,0,0,0,0,0
10601,1,1,20,0,12,19,0,0,0,5,0,26
10602,1,1,4,4,4,4,4,4,4,4,4,4
10603,1,1,12,9,7,16,13,4,0,6,13,14
10603,2,1,0,0,0,0,0,0,0,0,0,0
10604,1,1,0,0,15,21,0,13,0,0,38,21
10605,1,1,10,16,13,21,5,20,4,8,24,6
10606,1,1,0,0,0,0,0,0,0,0,0,0
10607,1,1,5,5,5,5,5,5,5,5,5,5
10608,1,1,0,11,0,0,0,15,19,20,0,0
10609,1,1,8,8,8,8,8,8,8,8,8,8
10610,1,1,0,0,0,0,0,0,0,0,0,0
10610,2,1,0,0,0,0,0,0,28,8,0,0
